n_features,features,r2,mae,mse
2,"('Decarbonization Target_Target Year', 'involvement_metric')",-0.0022419794753034683,5.826273127805226,61.753486775575254
2,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.1804828603304821,4.737079246754857,50.49483246893458
2,"('Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.12219199059620223,5.033064590191776,54.0864446015227
2,"('Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.10889620674458866,5.2427190498917415,54.90566892964491
2,"('Decarbonization Target_Comprehensiveness', 'social_metric')",0.15955708539964641,4.905039966888996,51.78418134068764
2,"('Decarbonization Target_Comprehensiveness', 'governance_metric')",0.0782740325335477,5.477857864709575,56.79246480220542
2,"('Decarbonization Target_Comprehensiveness', 'involvement_metric')",0.047501352348035986,5.459329315549462,58.68853415252327
2,"('Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.08701040655092362,5.025098100041541,56.25417009055211
2,"('Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.136716506379561,4.757301505856288,53.191511529752106
2,"('Decarbonization Target_Ambition p.a.', 'social_metric')",0.12497144543394223,4.710945514438317,53.915187528799066
2,"('Decarbonization Target_Ambition p.a.', 'governance_metric')",0.06904432752411371,5.123860172033941,57.36115627384078
2,"('Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.057706133889424915,5.381224456641121,58.05976300257232
2,"('Temperature Goal', 'environmental_metric')",0.10627376594063997,5.308681866846498,55.06725152828158
2,"('Temperature Goal', 'social_metric')",0.251119337939573,4.855243162427126,46.14254143020775
2,"('Temperature Goal', 'governance_metric')",0.1728657297976276,5.30400039321129,50.96416460554566
2,"('Temperature Goal', 'involvement_metric')",-0.008000503650718027,5.785865866482186,62.10830023758914
2,"('environmental_metric', 'social_metric')",0.16701321160230853,5.422813035962733,51.32476954165866
2,"('environmental_metric', 'governance_metric')",0.07349650530447571,5.6423505776850185,57.086833797520214
2,"('environmental_metric', 'involvement_metric')",0.03419812734575978,5.940599902111921,59.50821696972141
2,"('social_metric', 'governance_metric')",0.1023523044083412,5.5226309152305015,55.30887373911984
2,"('social_metric', 'involvement_metric')",0.08508842003485984,5.505222305580206,56.372593955579916
2,"('governance_metric', 'involvement_metric')",0.04090415937249203,5.799670124409333,59.095022483200104
3,"('employees', 'altman_score', 'piotroski_score')",0.23464831936591424,4.342589147286824,47.15740894573647
3,"('employees', 'altman_score', 'Decarbonization Target_Target Year')",0.2522700257342688,4.352395348837209,46.07164140310076
3,"('employees', 'altman_score', 'Decarbonization Target_Comprehensiveness')",0.2274719873051404,4.525193798449611,47.59958113178294
3,"('employees', 'altman_score', 'Decarbonization Target_Ambition p.a.')",0.3184794233134036,4.254062015503875,41.99212643410853
3,"('employees', 'altman_score', 'Temperature Goal')",0.2165107744040431,4.570620155038758,48.27496006201548
3,"('employees', 'altman_score', 'environmental_metric')",0.26355973124667265,4.394968992248062,45.376022286821716
3,"('employees', 'altman_score', 'social_metric')",0.331855806444018,4.139891472868217,41.167935953488396
3,"('employees', 'altman_score', 'governance_metric')",0.23250964309941047,4.402813953488372,47.28918422480622
3,"('employees', 'altman_score', 'involvement_metric')",0.2609546296023397,4.394093023255816,45.53653652713179
3,"('employees', 'piotroski_score', 'Decarbonization Target_Target Year')",0.2586924656587579,4.406798449612403,45.67592054220497
3,"('employees', 'piotroski_score', 'Decarbonization Target_Comprehensiveness')",0.17783657938152142,4.718530490956072,50.65788398636519
3,"('employees', 'piotroski_score', 'Decarbonization Target_Ambition p.a.')",0.25460724007539426,4.452945736434109,45.92763313178295
3,"('employees', 'piotroski_score', 'Temperature Goal')",0.0901352406240512,4.805410852713178,56.06163235658913
3,"('employees', 'piotroski_score', 'environmental_metric')",0.23905382886896087,4.445391214470287,46.88596195149014
3,"('employees', 'piotroski_score', 'social_metric')",0.26541365088108204,4.363142118863052,45.261792386287695
3,"('employees', 'piotroski_score', 'governance_metric')",0.1653604666396402,4.543095558016489,51.4266039950997
3,"('employees', 'piotroski_score', 'involvement_metric')",0.19954375098206645,4.521357795004308,49.32038908810601
3,"('employees', 'Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness')",0.14085472833437374,4.757131782945733,52.93653355038757
3,"('employees', 'Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.')",0.2388974469010301,4.536147286821706,46.89559748062015
3,"('employees', 'Decarbonization Target_Target Year', 'Temperature Goal')",0.15294947493800892,4.706677482465854,52.1913115483791
3,"('employees', 'Decarbonization Target_Target Year', 'environmental_metric')",0.28685800699224917,4.519190506952135,43.94049095545463
3,"('employees', 'Decarbonization Target_Target Year', 'social_metric')",0.2633064635268947,4.476426356589146,45.39162746511626
3,"('employees', 'Decarbonization Target_Target Year', 'governance_metric')",0.15664142955166038,4.660239301095115,51.96383048584218
3,"('employees', 'Decarbonization Target_Target Year', 'involvement_metric')",0.1887457270928955,4.735425919773594,49.98571307083457
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.20170244269472215,4.670767441860465,49.18738055038759
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.14082781442130643,4.785488372093023,52.938191860465096
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.17964852701846235,4.760191214470286,50.5462402049957
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'social_metric')",0.19841735315211972,4.5674728682170525,49.38979248062013
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'governance_metric')",0.09915619203769688,4.906612403100773,55.5058033100775
3,"('employees', 'Decarbonization Target_Comprehensiveness', 'involvement_metric')",0.15232872426562638,4.9616175710594295,52.22955931610678
3,"('employees', 'Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.1718195008542427,4.621046511627909,51.02862836434109
3,"('employees', 'Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.3200565897912321,4.355364341085271,41.89494877519381
3,"('employees', 'Decarbonization Target_Ambition p.a.', 'social_metric')",0.2676517199624655,4.284302325581395,45.12389298449614
3,"('employees', 'Decarbonization Target_Ambition p.a.', 'governance_metric')",0.21605995145146784,4.531131782945735,48.30273767441859
3,"('employees', 'Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.2543100176109223,4.539248062015504,45.94594659689921
3,"('employees', 'Temperature Goal', 'environmental_metric')",0.17532047175467436,4.6159302325581395,50.81291482945736
3,"('employees', 'Temperature Goal', 'social_metric')",0.2330375904501546,4.4320542635658935,47.25665456589147
3,"('employees', 'Temperature Goal', 'governance_metric')",0.09036073953954338,4.863263565891474,56.047738162790694
3,"('employees', 'Temperature Goal', 'involvement_metric')",0.09431153189072627,4.970112329272794,55.80430872338571
3,"('employees', 'environmental_metric', 'social_metric')",0.2574312807238084,4.446984016242158,45.753628888888606
3,"('employees', 'environmental_metric', 'governance_metric')",0.17575097188052946,4.578817241909685,50.786389415063134
3,"('employees', 'environmental_metric', 'involvement_metric')",0.21355396278935945,4.695254377384029,48.45714503399284
3,"('employees', 'social_metric', 'governance_metric')",0.17975500988697424,4.698929881875233,50.53967922616311
3,"('employees', 'social_metric', 'involvement_metric')",0.23347878865215088,4.621190494647473,47.22946998582963
3,"('employees', 'governance_metric', 'involvement_metric')",0.14541796151793485,4.821125885935769,52.65536835692558
3,"('altman_score', 'piotroski_score', 'Decarbonization Target_Target Year')",0.17037805053444433,4.960021816168327,51.117443825162155
3,"('altman_score', 'piotroski_score', 'Decarbonization Target_Comprehensiveness')",0.186953671300644,4.683953488372091,50.09613120930232
3,"('altman_score', 'piotroski_score', 'Decarbonization Target_Ambition p.a.')",0.2354730824315634,4.663054263565893,47.10659088372094
3,"('altman_score', 'piotroski_score', 'Temperature Goal')",0.18570985238588678,4.709620155038759,50.17276954263564
3,"('altman_score', 'piotroski_score', 'environmental_metric')",0.24479271146468107,4.7696227390180885,46.532358712213615
3,"('altman_score', 'piotroski_score', 'social_metric')",0.2916913897384654,4.587612403100774,43.642680403100776
3,"('altman_score', 'piotroski_score', 'governance_metric')",0.21375798938746282,4.991809339239571,48.44457386446904
3,"('altman_score', 'piotroski_score', 'involvement_metric')",0.21672819578498492,5.006301587301587,48.2615635683067
3,"('altman_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness')",0.12045782254468174,4.97240223944875,54.19329596679106
3,"('altman_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.')",0.18281667756631093,4.953690783807063,50.351033511436505
3,"('altman_score', 'Decarbonization Target_Target Year', 'Temperature Goal')",0.19402446260560113,4.629457364341084,49.66046195348835
3,"('altman_score', 'Decarbonization Target_Target Year', 'environmental_metric')",0.1538343239669845,4.951840374677003,52.13679126891742
3,"('altman_score', 'Decarbonization Target_Target Year', 'social_metric')",0.22071418560737532,4.591825027685493,48.01596542451968
3,"('altman_score', 'Decarbonization Target_Target Year', 'governance_metric')",0.13333681278511045,4.8732992248062015,53.39975252141328
3,"('altman_score', 'Decarbonization Target_Target Year', 'involvement_metric')",0.04320145708720169,5.381583102620894,58.953473688647364
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.15157854176109942,4.943476313522825,52.27578207101157
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.14861809249250946,4.646,52.45819117829456
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.16980876198374495,4.860674418604652,51.15252073643413
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'social_metric')",0.26647768784975356,4.519550387596898,45.196231379844946
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'governance_metric')",0.1886745499787067,4.936337270825642,49.99009867338345
3,"('altman_score', 'Decarbonization Target_Comprehensiveness', 'involvement_metric')",0.1986187923179954,4.917531069275254,49.37738073662942
3,"('altman_score', 'Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.23071831724993563,4.51594573643411,47.39955738759691
3,"('altman_score', 'Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.26700358610361963,4.553155038759692,45.16382797674421
3,"('altman_score', 'Decarbonization Target_Ambition p.a.', 'social_metric')",0.32901927285106647,4.345798449612404,41.34270995348839
3,"('altman_score', 'Decarbonization Target_Ambition p.a.', 'governance_metric')",0.2728158893545186,4.626860465116278,44.80570089836347
3,"('altman_score', 'Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.2528900106725328,4.7710060292850995,46.033440816346065
3,"('altman_score', 'Temperature Goal', 'environmental_metric')",0.23936198686314125,4.5745038759689916,46.866974689922465
3,"('altman_score', 'Temperature Goal', 'social_metric')",0.2594519269804275,4.503697674418604,45.62912606976745
3,"('altman_score', 'Temperature Goal', 'governance_metric')",0.2661690509028911,4.578063565891472,45.21524815224805
3,"('altman_score', 'Temperature Goal', 'involvement_metric')",0.23189771775239099,4.662899224806201,47.326888217054275
3,"('altman_score', 'environmental_metric', 'social_metric')",0.26896891257384437,4.619023255813954,45.04273370542637
3,"('altman_score', 'environmental_metric', 'governance_metric')",0.17175016703435697,5.029440931463026,51.032900391672904
3,"('altman_score', 'environmental_metric', 'involvement_metric')",0.11819995714167786,5.08275866555925,54.332415125797375
3,"('altman_score', 'social_metric', 'governance_metric')",0.24861945088354875,4.67015503875969,46.296572837209325
3,"('altman_score', 'social_metric', 'involvement_metric')",0.21726119628605212,4.899987984496124,48.22872255778422
3,"('altman_score', 'governance_metric', 'involvement_metric')",0.187926478514449,4.977212796850005,50.03619135581071
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness')",0.026920095483331297,5.295897068704442,59.95665542427905
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.')",0.15769402834128843,4.796528487603602,51.89897424676376
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'Temperature Goal')",0.14673434449664524,4.878081802607384,52.574258963653165
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'environmental_metric')",0.11221098840026056,5.207419680453845,54.701427509579254
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'social_metric')",0.1542371878729707,5.04470683048648,52.11196866978452
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'governance_metric')",0.004051956964680858,5.7459228663411475,61.365683701395135
3,"('piotroski_score', 'Decarbonization Target_Target Year', 'involvement_metric')",-0.03805221649564827,6.0007783505183,63.959946935449814
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.16521326334492303,4.704403846083279,51.43567397709985
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.19381812159763867,4.725473993630162,49.6731757261774
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.17917748009018997,4.952927489065846,50.575263924667645
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'social_metric')",0.17747109331661437,4.92209559923344,50.680403536871054
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'governance_metric')",0.1699312130737003,5.187708341406418,51.14497587010537
3,"('piotroski_score', 'Decarbonization Target_Comprehensiveness', 'involvement_metric')",0.04429748773999076,5.461167134950487,58.885941380274026
3,"('piotroski_score', 'Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.18623478631374668,4.656979645010462,50.14042555681585
3,"('piotroski_score', 'Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.186303630516778,4.623562579372293,50.13618369739613
3,"('piotroski_score', 'Decarbonization Target_Ambition p.a.', 'social_metric')",0.19029582408731172,4.542703943644643,49.89020330751808
3,"('piotroski_score', 'Decarbonization Target_Ambition p.a.', 'governance_metric')",0.1361671040059118,4.844304700686407,53.22536314733589
3,"('piotroski_score', 'Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.11766447317855733,5.005618132609699,54.365409155694636
3,"('piotroski_score', 'Temperature Goal', 'environmental_metric')",0.20857381652431994,4.597046982238262,48.763998471402786
3,"('piotroski_score', 'Temperature Goal', 'social_metric')",0.20455679321993736,4.754207702920859,49.01150875393379
3,"('piotroski_score', 'Temperature Goal', 'governance_metric')",0.11594829144434293,5.152019235462168,54.471152287791114
3,"('piotroski_score', 'Temperature Goal', 'involvement_metric')",0.05644791514413772,5.373871648798905,58.13728858645233
3,"('piotroski_score', 'environmental_metric', 'social_metric')",0.20845042898586175,4.99602448559193,48.77160103733046
3,"('piotroski_score', 'environmental_metric', 'governance_metric')",0.1098708637433945,5.571221790622538,54.84561510100965
3,"('piotroski_score', 'environmental_metric', 'involvement_metric')",0.035337678068904754,6.0061572639236624,59.43800315713628
3,"('piotroski_score', 'social_metric', 'governance_metric')",0.159022990885076,5.312626398806226,51.81708975923113
3,"('piotroski_score', 'social_metric', 'involvement_metric')",0.16245605627419568,5.2603363400654235,51.60556024595164
3,"('piotroski_score', 'governance_metric', 'involvement_metric')",0.04332422063291408,5.868955456197154,58.945909570248894
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.12210205969933374,4.914399993706771,54.09198572488833
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.06730008964836798,5.053899166094351,57.4686280948173
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.03135576122816619,5.367109986183449,59.6833503427478
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'social_metric')",0.13018699474190476,4.949375716720171,53.59382965134792
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'governance_metric')",0.051314544998076195,5.219318106905409,58.453582966373325
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness', 'involvement_metric')",-0.06812183298999641,5.616671267562528,65.81269677287179
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.08453504285005031,5.02614502239137,56.40669048253035
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.13729112343848326,4.859162641222736,53.15610630060001
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.', 'social_metric')",0.1379526552778464,4.787943850932342,53.11534578714085
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.', 'governance_metric')",0.03888763231266579,5.206549274131334,59.21927149658384
3,"('Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.075806318442462,5.137944470791313,56.94451386082652
3,"('Decarbonization Target_Target Year', 'Temperature Goal', 'environmental_metric')",0.15361287189240802,5.163157913447449,52.150436115210866
3,"('Decarbonization Target_Target Year', 'Temperature Goal', 'social_metric')",0.2540386064160679,4.528082302817765,45.9626696916961
3,"('Decarbonization Target_Target Year', 'Temperature Goal', 'governance_metric')",0.082598879175935,5.190783857419382,56.52598787806294
3,"('Decarbonization Target_Target Year', 'Temperature Goal', 'involvement_metric')",0.0306444508390441,5.4469556040170275,59.72717797879532
3,"('Decarbonization Target_Target Year', 'environmental_metric', 'social_metric')",0.261960347070328,4.74899268188745,45.47456889692746
3,"('Decarbonization Target_Target Year', 'environmental_metric', 'governance_metric')",0.05477599895217122,5.510881250348756,58.24030428182813
3,"('Decarbonization Target_Target Year', 'environmental_metric', 'involvement_metric')",0.12396441939349534,5.498199433049812,53.977235787148764
3,"('Decarbonization Target_Target Year', 'social_metric', 'governance_metric')",0.17913513906954082,4.987369089151451,50.57787278132329
3,"('Decarbonization Target_Target Year', 'social_metric', 'involvement_metric')",0.19827836204184934,4.981275824372449,49.39835646603062
3,"('Decarbonization Target_Target Year', 'governance_metric', 'involvement_metric')",0.045228657761060886,5.625045471343395,58.82856701683729
3,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.', 'Temperature Goal')",0.08180841924746052,4.960869624813065,56.5746923403977
3,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.', 'environmental_metric')",0.17494809373637232,4.619132448430759,50.83585903005927
3,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.', 'social_metric')",0.16040881609294233,4.636673682192561,51.731701658952154
3,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.', 'governance_metric')",0.1386742326140653,4.925828294825908,53.070885549591154
3,"('Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.', 'involvement_metric')",0.16446163736113295,4.839540741899695,51.4819856724795
3,"('Decarbonization Target_Comprehensiveness', 'Temperature Goal', 'environmental_metric')",0.04171491091459645,5.154400131534246,59.04506774606184
3,"('Decarbonization Target_Comprehensiveness', 'Temperature Goal', 'social_metric')",0.17242489451429832,4.772560109369073,50.99132682424811
3,"('Decarbonization Target_Comprehensiveness', 'Temperature Goal', 'governance_metric')",0.15606652302197588,4.975101078689305,51.999253550835576
3,"('Decarbonization Target_Comprehensiveness', 'Temperature Goal', 'involvement_metric')",0.04140267456316049,5.230373916501056,59.0643062970247
3,"('Decarbonization Target_Comprehensiveness', 'environmental_metric', 'social_metric')",0.17286469387399928,4.7328955298758535,50.96422843433891
3,"('Decarbonization Target_Comprehensiveness', 'environmental_metric', 'governance_metric')",0.08350186698184447,5.270426364522193,56.47034997157659
3,"('Decarbonization Target_Comprehensiveness', 'environmental_metric', 'involvement_metric')",0.08138899268801814,5.3095819288352315,56.60053545316116
3,"('Decarbonization Target_Comprehensiveness', 'social_metric', 'governance_metric')",0.1684686766537279,4.8653512096136975,51.23509055829359
3,"('Decarbonization Target_Comprehensiveness', 'social_metric', 'involvement_metric')",0.18651805287851164,4.690530977521957,50.122971989294825
3,"('Decarbonization Target_Comprehensiveness', 'governance_metric', 'involvement_metric')",0.06644946878584945,5.419669315207268,57.521039393944946
3,"('Decarbonization Target_Ambition p.a.', 'Temperature Goal', 'environmental_metric')",0.04801841072897217,4.897900101513472,58.656675421255535
3,"('Decarbonization Target_Ambition p.a.', 'Temperature Goal', 'social_metric')",0.27243268749366156,4.481170773348096,44.829312013774135
3,"('Decarbonization Target_Ambition p.a.', 'Temperature Goal', 'governance_metric')",0.12759176735070465,4.81088702023644,53.75373548613044
3,"('Decarbonization Target_Ambition p.a.', 'Temperature Goal', 'involvement_metric')",0.10796970436468234,4.886072991651932,54.96275569475431
3,"('Decarbonization Target_Ambition p.a.', 'environmental_metric', 'social_metric')",0.16291689555761035,4.668217880074275,51.577165473853874
3,"('Decarbonization Target_Ambition p.a.', 'environmental_metric', 'governance_metric')",0.07736900746110598,4.864655151170079,56.84822823557493
3,"('Decarbonization Target_Ambition p.a.', 'environmental_metric', 'involvement_metric')",0.15884142243378752,4.793956813103534,51.828277162258665
3,"('Decarbonization Target_Ambition p.a.', 'social_metric', 'governance_metric')",0.10813761127223409,4.678824651554303,54.95241005247693
3,"('Decarbonization Target_Ambition p.a.', 'social_metric', 'involvement_metric')",0.14112800236621592,4.669948781547912,52.91969567624433
3,"('Decarbonization Target_Ambition p.a.', 'governance_metric', 'involvement_metric')",0.07596952768468956,5.10716086733444,56.934457666825516
3,"('Temperature Goal', 'environmental_metric', 'social_metric')",0.28726266736666617,4.526906682271212,43.91555766629701
3,"('Temperature Goal', 'environmental_metric', 'governance_metric')",0.18702805924192023,4.839920044746434,50.091547770530106
3,"('Temperature Goal', 'environmental_metric', 'involvement_metric')",0.10706057794078117,5.121917953881975,55.01877183431483
3,"('Temperature Goal', 'social_metric', 'governance_metric')",0.2198899089609354,4.9600248846885,48.06675351564712
3,"('Temperature Goal', 'social_metric', 'involvement_metric')",0.2132448645940127,4.8941297334618294,48.4761902263811
3,"('Temperature Goal', 'governance_metric', 'involvement_metric')",0.11045351257150815,5.394656918865996,54.809714991616346
3,"('environmental_metric', 'social_metric', 'governance_metric')",0.22591248620850335,5.01774699431498,47.69567033211567
3,"('environmental_metric', 'social_metric', 'involvement_metric')",0.1815241351658441,5.273429323754458,50.43067395922127
3,"('environmental_metric', 'governance_metric', 'involvement_metric')",0.07606986963751028,5.586469566363801,56.92827506264065
3,"('social_metric', 'governance_metric', 'involvement_metric')",0.14538981715725685,5.306759737766073,52.6571024814589
4,"('employees', 'altman_score', 'piotroski_score', 'Decarbonization Target_Target Year')",0.26022597958485993,4.312767441860465,45.58143255038758
4,"('employees', 'altman_score', 'piotroski_score', 'Decarbonization Target_Comprehensiveness')",0.22929409087404284,4.409589147286821,47.48731158914729
4,"('employees', 'altman_score', 'piotroski_score', 'Decarbonization Target_Ambition p.a.')",0.2975912469206098,4.19531007751938,43.27915865891473
4,"('employees', 'altman_score', 'piotroski_score', 'Temperature Goal')",0.24828957232939286,4.36596899224806,46.31689841860462
4,"('employees', 'altman_score', 'piotroski_score', 'environmental_metric')",0.2611015425639185,4.3532558139534885,45.527484434108544
4,"('employees', 'altman_score', 'piotroski_score', 'social_metric')",0.3436720670737261,4.0675193798449625,40.43987296124031
4,"('employees', 'altman_score', 'piotroski_score', 'governance_metric')",0.23536647806274158,4.3496899224806205,47.11315934883722
4,"('employees', 'altman_score', 'piotroski_score', 'involvement_metric')",0.2607624815093218,4.336744186046513,45.54837579844963
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Comprehensiveness')",0.23376117893288606,4.396767441860465,47.212070410852675
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'Decarbonization Target_Ambition p.a.')",0.30372981288039447,4.206356589147286,42.90092879069766
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'Temperature Goal')",0.2489710477006396,4.451279069767441,46.274909077519354
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'environmental_metric')",0.2935961876457919,4.2563798449612396,43.525315620155034
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'social_metric')",0.3124564670798592,4.211573643410853,42.363232968992214
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'governance_metric')",0.23440780380493553,4.284209302325581,47.172228395348824
4,"('employees', 'altman_score', 'Decarbonization Target_Target Year', 'involvement_metric')",0.27572826115757176,4.346953488372094,44.626254100775164
4,"('employees', 'altman_score', 'Decarbonization Target_Comprehensiveness', 'Decarbonization Target_Ambition p.a.')",0.27699886276368313,4.315527131782946,44.547965542635644
4,"('employees', 'altman_score', 'Decarbonization Target_Comprehensiveness', 'Temperature Goal')",0.23680296328934414,4.44274418604651,47.02464981395349
4,"('employees', 'altman_score', 'Decarbonization Target_Comprehensiveness', 'environmental_metric')",0.2528564616094835,4.465720930232558,46.03550795348837
